ID	Edate	elapsed_days	source	target	general_event_code	general_event_type_name	event_code	event_type_name	pattern	news_entry_id	full_title	X1_WOEID	X1_Type	X1_Name	X1_Centroid_latitude	X1_Centroid_longitude	X2_WOEID	X2_Type	X2_Name	X2_Centroid_latitude	X2_Centroid_longitude	X3_WOEID	X3_Type	X3_Name	X3_Centroid_latitude	X3_Centroid_longitude
641	20110901	40785	YEM	YEMSANAACTY	04	Diplomatic	053	Rally support on behalf of	INSPIRING REVOLUTIONARIES IN SANAA	20110901  www_137972	Qaddafi's fall rivets Yemen<br>How the rebel victory in Libya is inspiring the revolutionaries in Sanaa.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1308	20120210	40947	YEM	GOV	04	Diplomatic	053	Rally support on behalf of	RALLY AHEAD OF VOTE	20120210  english_62772	Yemenis rally ahead of presidential vote.	23425002	Country	Yemen (Country)	15.7967	47.8507	24865721	Supername	Middle East (Supername)	28.9546	43.5693	99999999	NA	NA	-999	-999
153	20110409	40640	YEM	QAT	04	Diplomatic	161	Reduce or break diplomatic relations	PULLS ENVOY FROM	20110409  arabnews_2295	Yemen pulls envoy from Qatar in row over Gulf plan.	23425002	Country	Yemen (Country)	15.7967	47.8507	23424930	Country	Qatar (Country)	25.3188	51.1968	12587825	County	Gulf; FL; US (County)	29.9338	-85.2138
804	20110930	40814	INTHLTH	YEMSAADAPROV	04	Diplomatic	1623	Reduce or stop humanitarian assistance	MSF SUSPENDS MEDICAL IN SAADA GOVERNORATE	20110930  gulfnews_156704	MSF suspends medical activities in Saada governorate in Yemen.	1958152	Town	Sadah; Sa`dah; YE (Town)	16.9503	43.7634	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999
1011	20111130	40875	YEM	TARDEF	04	Diplomatic	1623	Reduce or stop humanitarian assistance	HUMANITARIAN CONTINUES TO TUMBLE	20111130  www_1426	Yemen's humanitarian situation continues to tumble.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
371	20110526	40687	YEM	USAGOV	04	Diplomatic	160	Reduce relations	LEAVE	20110526  www_3322	Yemen fighting worsens as US envoys leave.	1960307	Town	Beirut; Beirut; LB (Town)	33.8968	35.5043	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
137	20110406	40637	IGOEEC	YEM	04	Diplomatic	120	Reject	DISPROVES	20110406  www_12	Official source disproves EU statement over Yemen.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
163	20110411	40642	YEM	IGOGCC	04	Diplomatic	120	Reject	REJECT PROPOSAL	20110411  arabnews_118	Yemeni parties reject GCC's proposal.	23425002	Country	Yemen (Country)	15.7967	47.8507	1958237	Town	San'a; Amanat Al Asimah; YE (Town)	15.3547	44.2067	99999999	NA	NA	-999	-999
268	20110502	40663	INT	YEM	04	Diplomatic	120	Reject	REFUSE TO SIGN	20110502  www_2872	Gulf remains hopeful as Yemen leaders refuse to sign initiative.	1939753	Town	Riyadh; Riyadh; SA (Town)	24.6473	46.7146	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999
355	20110522	40683	IGOGCC	YEMGOV	04	Diplomatic	120	Reject	REFUSES TO SIGN	20110522  arabnews_3237	GCC suspends mediation in Yemen after Saleh refuses to sign deal.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
368	20110525	40686	INT	YEM	04	Diplomatic	120	Reject	RULES OUT REVOCATION OF AMNESTY	20110525  arabnews_3315	Al-Zayani rules out revocation of amnesty clause from Yemen deal.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
435	20110618	40710	YEMOPP	IGOGCC	04	Diplomatic	120	Reject	REJECT	20110618  www_1460	Yemen opposition leaders reject GCC pact.	23425002	Country	Yemen (Country)	15.7967	47.8507	1958930	Town	Aden; `Adan; YE (Town)	12.801	45.0335	55959679	Sea	Persian Gulf (Sea)	27.1638	52.1833
662	20110906	40790	YEM	FRA	04	Diplomatic	120	Reject	DENIES	20110906  www_141750	Yemen foreign ministry denies French ambassador departure.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1111	20120104	40910	YEMGOV	USA	04	Diplomatic	120	Reject	WILL NOT TRAVEL TO	20120104  arabnews_75941	Saleh will not travel to US: Yemen official.	23425002	Country	Yemen (Country)	15.7967	47.8507	2514815	Town	Washington; DC; US (Town)	38.8991	-77.029	23424977	Country	United States (Country)	37.1679	-95.845
935	20111110	40855	IGOUNO	YEM	04	Diplomatic	1231	Reject demand for change in leadership	RETURNS AMID UNREST	20111110  english_107095	UN envoy returns to Yemen amid unrest.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
164	20110411	40642	YEMOPP	INT	04	Diplomatic	127	Reject plan/ agreement to settle dispute	REJECTES INITIATIVE	20110411  english_119	Yemen opposition rejectes Gulf initiative.	23425002	Country	Yemen (Country)	15.7967	47.8507	2346582	State	Gulf; PG (Province)	-7.65709	145.676	23424930	Country	Qatar (Country)	25.3188	51.1968
165	20110411	40642	YEMOPP	INT	04	Diplomatic	127	Reject plan/ agreement to settle dispute	REJECTS INITIATIVE	20110411  english_143	Yemen opposition rejects Gulf initiative.	12587825	County	Gulf; FL; US (County)	29.9338	-85.2138	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999
348	20110518	40679	YEM	IGOGCC	04	Diplomatic	127	Reject plan/ agreement to settle dispute	FAIL TO SIGN	20110518  english_3137	Yemen rivals fail to sign GCC-brokered deal.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
356	20110522	40683	IGOGCC	YEM	04	Diplomatic	127	Reject plan/ agreement to settle dispute	SUSPENDS BID TO SOLVE YEMEN CRISIS	20110522  www_3244	GCC suspends bid to solve Yemen crisis.	1960307	Town	Beirut; Beirut; LB (Town)	33.8968	35.5043	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999
499	20110712	40734	USAGOV	YEM	04	Diplomatic	127	Reject plan/ agreement to settle dispute	FAILS TO BREAK POLITICAL IMPASSE	20110712  arabnews_1714	US envoy fails to break political impasse in Yemen.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
18	20110222	40594	LBY	YEM	04	Diplomatic	0841	Return/ release persons	READIES TO RETURN YEMENIS LIBYA	20110222  www_19396	Airline readies to return Yemenis from Libya.	23424882	Country	Libya (Country)	26.3385	17.2688	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
41	20110309	40609	RUS	TJK	04	Diplomatic	0841	Return/ release persons	FREE KIDNAPPED	20110309  www_19439	Russia urges Yemen government to free kidnapped Tajik.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
274	20110503	40664	YEM	IRQ	04	Diplomatic	0841	Return/ release persons	RELEASE PRISON	20110503  www_2868	Hundreds demand release of Yemeni woman from Iraqi prison.	23424855	Country	Iraq (Country)	33.2405	43.6898	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
312	20110509	40670	YEM	SAU	04	Diplomatic	0841	Return/ release persons	FREED	20110509  www_3051	Abducted in Yemen Saudi diplomat freed without paying ransom.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
325	20110514	40675	YEM	IRQ	04	Diplomatic	0841	Return/ release persons	RETURN HOME	20110514  www_100389	Children of Yemeni woman held in Iraq to return home.	1979455	Town	Baghdad; Baghdad; IQ (Town)	33.3386	44.3939	23424855	Country	Iraq (Country)	33.2405	43.6898	99999999	NA	NA	-999	-999
547	20110731	40753	FRA	YEM	04	Diplomatic	0841	Return/ release persons	RELEASE	20110731  www_1019	$12 million ransom to release the three kidnapped French in Yemen.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
948	20111114	40859	FRA	YEM	04	Diplomatic	0841	Return/ release persons	FREED	20111114  arabnews_107641	Three French hostages in Yemen freed.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
949	20111114	40859	FRA	YEM	04	Diplomatic	0841	Return/ release persons	FREED	20111114  english_107688	French hostages freed in Yemen flown home.	23425002	Country	Yemen (Country)	15.7967	47.8507	615702	Town	Paris; Ile-de-France; FR (Town)	48.8569	2.3412	99999999	NA	NA	-999	-999
977	20111124	40869	FRA	YEM	04	Diplomatic	0841	Return/ release persons	FREED	20111124  arabnews_113759	Kidnapped French woman and two Yemenis freed in Yemen.	1958930	Town	Aden; `Adan; YE (Town)	12.801	45.0335	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999
701	20110912	40796	YEMGOV	IGOGCC	04	Diplomatic	057	Sign formal agreement	SIGN PACT	20110912  www_146433	Yemen President authorized vice president Hadi to sign GCC pact.	1939873	Town	Jeddah; Makkah; SA (Town)	21.4817	39.1829	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999
702	20110912	40796	IGOGCC	YEMGOV	04	Diplomatic	057	Sign formal agreement	SIGN PACT	20110912  www_146433	Yemen President authorized vice president Hadi to sign GCC pact.	1939873	Town	Jeddah; Makkah; SA (Town)	21.4817	39.1829	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999
795	20110930	40814	INTBUS	YEM	04	Diplomatic	057	Sign formal agreement	APPROVES AGREEMENT WITH IDB.	20110930  www_117594	Yemen approves $21 million loan agreement with IDB.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
796	20110930	40814	YEM	INTBUS	04	Diplomatic	057	Sign formal agreement	APPROVES AGREEMENT WITH IDB.	20110930  www_117594	Yemen approves $21 million loan agreement with IDB.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
858	20111014	40828	YEMGOV	IGOUNO	04	Diplomatic	057	Sign formal agreement	SIGNS AGREEMENT	20111014  www_126449	Yemen President signs deal; rivals yet to reach agreement; UN envoy.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
859	20111014	40828	IGOUNO	YEMGOV	04	Diplomatic	057	Sign formal agreement	SIGNS AGREEMENT	20111014  www_126449	Yemen President signs deal; rivals yet to reach agreement; UN envoy.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1073	20111220	40895	YEMGOV	ESP	04	Diplomatic	057	Sign formal agreement	SIGN AGREEMENT	20111220  www_51706	Yemen and Spain to sign security agreement.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1074	20111220	40895	ESP	YEMGOV	04	Diplomatic	057	Sign formal agreement	SIGN AGREEMENT	20111220  www_51706	Yemen and Spain to sign security agreement.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
34	20110309	40609	YEMOPP	IGOUNOKID	04	Diplomatic	130	Threaten	FORCES TO CATCH UP IN DISPUTES	20110309  www_19435	Yemeni opposition forces children to catch up in disputes; UNICEF.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
249	20110426	40657	YEMOPP	AFGREBTAL	04	Diplomatic	130	Threaten	WARNS AGAINST TALIBAN	20110426  www_11367	Yemen opposition leader warns against `terrorist Taliban culture' among peaceful protesters.	55948440	Town	Zaidi; Riyadh; SA (Town)	23.432	44.1041	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
887	20111020	40834	USA	ALQ	04	Diplomatic	130	Threaten	THREATEN TO ATTACK	20111020  www_130280	Yemen based al-Qaeda and tribesmen threaten to attack Americans and kill French hostages.	2393771	Town	Drone; GA; US (Town)	33.055	-82.1597	23424977	Country	United States (Country)	37.1679	-95.845	99999999	NA	NA	-999	-999
408	20110608	40700	YEM	IGOUNOKID	04	Diplomatic	1311	Threaten to reduce or stop aid	FACING HUMANITARIAN CATASTROPHE	20110608  arabnews_2328	Yemen facing humanitarian catastrophe: UNICEF.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
853	20111012	40826	IGOUNO	YEM	04	Diplomatic	1311	Threaten to reduce or stop aid	WARNS OF HUMANITARIAN CRISIS	20111012  www_125278	UN aid chief warns of Yemen humanitarian crisis.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1364	20120308	40974	IGOUNO	YEM	04	Diplomatic	1311	Threaten to reduce or stop aid	WARNS OF HUMANITARIAN CRISIS	20120308  english_136128	UN warns of humanitarian crisis in Yemen.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
324	20110514	40675	MEA	YEM	04	Diplomatic	080	Yield	SIGN DEAL	20110514  www_100390	Gulf urges Yemen rivals to sign deal.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
346	20110518	40679	YEM	IGOGCC	04	Diplomatic	080	Yield	SIGN DEAL	20110518  english_3104	Yemen rivals set to sign GCC-brokered deal.	12587825	County	Gulf; FL; US (County)	29.9338	-85.2138	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
347	20110518	40679	YEM	IGOGCC	04	Diplomatic	080	Yield	SIGN DEAL	20110518  english_3137	Yemen rivals fail to sign GCC-brokered deal.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
354	20110522	40683	IGOGCC	YEMGOV	04	Diplomatic	080	Yield	SIGN DEAL	20110522  arabnews_3237	GCC suspends mediation in Yemen after Saleh refuses to sign deal.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1005	20111128	40873	IGOGCC	YEM	04	Diplomatic	080	Yield	SIGNING DEAL	20111128  www_116394	Signing on GCC deal; its mechanism 'will really end Yemen's grinding crisis' says US Ambassador to Yemen.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
51	20110310	40610	YEM	TARDEF	05	Economic	0231	Appeal for economic aid	No event found	20110310  feeds_14613	Yemen Appeals for Aid to Counter Economic Crisis.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1132	20120109	40915	YEMGOV	IGOGCC	05	Economic	0231	Appeal for economic aid	SEEKING AID	20120109  www_78906	Yemen PM kicks off tour to GCC states seeking aid.	23425002	Country	Yemen (Country)	15.7967	47.8507	56446362	Town	Salem; Amman; JO (Town)	31.8516	35.9733	55959679	Sea	Persian Gulf (Sea)	27.1638	52.1833
101	20110330	40630	YEM	TARDEF	05	Economic	0030	Cause economical disturbance	FLIGHTS CANCELLED	20110330  www_19351	More flights cancelled due to poisonous dust across Yemen.	24865700	Supername	Arabian Peninsula (Supername)	23.6386	50.4531	56120215	LandFeature	Rub' al Khali (LandFeature)	20.2948	50.4521	1954648	Town	Ash Shaykh Uthman; `Adan; YE (Town)	12.8266	45.0297
110	20110403	40634	YEM	ECON	05	Economic	0030	Cause economical disturbance	STIFLES	20110403  www_100237	Yemen stalemate stifles economy.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
113	20110404	40635	YEM	ECON	05	Economic	0030	Cause economical disturbance	BLOW TO ECONOMY	20110404  www_19346	Political instability a major blow to Yemeni economy.	1958930	Town	Aden; `Adan; YE (Town)	12.801	45.0335	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999
150	20110409	40640	YEM	ECON	05	Economic	0030	Cause economical disturbance	INSTABILITY EFFECTS PRICES	20110409  www_112	Instability in Yemen effects oil prices.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
185	20110416	40647	YEM	ECON	05	Economic	0030	Cause economical disturbance	CRIPPLES BUSINESSES	20110416  www_189	Economic cost of Yemen political instability cripples businesses.	1958930	Town	Aden; `Adan; YE (Town)	12.801	45.0335	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
208	20110420	40651	YEM	OPP	05	Economic	0030	Cause economical disturbance	ECONOMY HIT	20110420  business_192	Impoverished Yemen's economy hard hit by protests.	23425002	Country	Yemen (Country)	15.7967	47.8507	1958237	Town	San'a; Amanat Al Asimah; YE (Town)	15.3547	44.2067	99999999	NA	NA	-999	-999
334	20110516	40677	YEM	BUS	05	Economic	0030	Cause economical disturbance	MARKET AFFECTED BY CRISIS	20110516  www_3080	Medical drugs market affected by Yemeni political crisis.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
508	20110714	40736	POP	YEM	05	Economic	0030	Cause economical disturbance	POPULATION THREATENS FUTURE	20110714  www_1743	Population explosion threatens Yemen's future.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
510	20110715	40737	YEM	ECON	05	Economic	0030	Cause economical disturbance	ATTACKS ON OIL SITES	20110715  gulfnews_1797	Attacks on oil sites push Yemen's economy to brink.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
527	20110723	40745	YEM	TARDEF	05	Economic	0030	Cause economical disturbance	CRISIS COSTS INDUSTRY	20110723  business_1925	Yemen crisis costs industry; trade sectors $17 bln -report.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
553	20110804	40757	ECON	YEM	05	Economic	0030	Cause economical disturbance	CAUSE FOOD CRISIS IN YEMEN	20110804  www_22076	Fuel shortage to cause food crisis in Yemen.	24865670	Continent	Africa (Continent)	2.07079	15.8005	28642906	Town	Earthquakes; NZ (Town)	-44.8777	170.619	99999999	NA	NA	-999	-999
718	20110914	40798	YEM	BUS	05	Economic	0030	Cause economical disturbance	UPRISING DISTURBS MARKET	20110914  www_147226	Yemen uprising disturbs steel market.	23425002	Country	Yemen (Country)	15.7967	47.8507	1958951	Town	Al Hudaydah; Al Hudaydah; YE (Town)	14.7948	42.9462	99999999	NA	NA	-999	-999
793	20110930	40814	YEM	ECON	05	Economic	0030	Cause economical disturbance	BLOW TO ECONOMY	20110930  gulfnews_117305	Months of turmoil deal a heavy blow to fragile Yemen economy.	23425002	Country	Yemen (Country)	15.7967	47.8507	1958973	Town	Al Mukalla; Hadramawt; YE (Town)	14.5433	49.1272	99999999	NA	NA	-999	-999
826	20111006	40820	MOSREB	YEM	05	Economic	0030	Cause economical disturbance	BLAST OIL PIPE	20111006  www_121466	Islamist militants blast oil pipe line in Yemen.	56190111	County	Marib; Ma?rib; YE (Muderiah)	15.6213	46.0092	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
865	20111016	40830	CORP	TARDEF	05	Economic	0030	Cause economical disturbance	HALTS PRODUCTION	20111016  www_127763	Yemen LNG halts production due to gas pipeline attack.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
873	20111017	40831	YEM	TARDEF	05	Economic	0030	Cause economical disturbance	PRODUCTION HALTED	20111017  www_127749	Yemen's liquid gas production halted.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1077	20111222	40897	YEMBUS	TARDEF	05	Economic	0030	Cause economical disturbance	ON STRIKE	20111222  www_53009	Yemenia still on strike.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
12	20110222	40594	YEM	ECON	05	Economic	0032	Create Jobs	DEMONSTRATIONS IN YEMEN CREATE BUSINESSES	20110222  www_19397	Demonstrations in Yemen create businesses.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
56	20110314	40614	SRCDEF	YEM	05	Economic	0032	Create Jobs	PLANS FOR JOBS IN YEMEN	20110314  www_19460	Plans underway for 50;000 graduate jobs in Yemen.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
847	20111010	40824	YEMPOP	BUS	05	Economic	0032	Create Jobs	HEAD INTO MAIDS MARKET	20111010  www_123206	Yemeni women head reluctantly into the maids market.	23425002	Country	Yemen (Country)	15.7967	47.8507	23424938	Country	Saudi Arabia (Country)	24.2612	45.1203	99999999	NA	NA	-999	-999
5	20110203	40575	ECON	YEM	05	Economic	110	Disapprove	COMPLAIN	20110203  www_19387	Customers complain over Yemen Soft services.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
798	20110930	40814	YEM	ECON	05	Economic	110	Disapprove	DEAL BLOW	20110930  gulfnews_117305	Months of turmoil deal a heavy blow to fragile Yemen economy.	23425002	Country	Yemen (Country)	15.7967	47.8507	1958973	Town	Al Mukalla; Hadramawt; YE (Town)	14.5433	49.1272	99999999	NA	NA	-999	-999
29	20110309	40609	YEMSANAACTY	TARDEF	05	Economic	003	Economic improvement	WIN SALARY INCREASE	20110309  www_19445	Yemen Capital's cleaners win salary increase.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
54	20110314	40614	YEM	ECON	05	Economic	003	Economic improvement	APPROVED	20110314  www_19457	Yemen crude oil sales for May 2011 approved.	2343678	Town	Adana; Adana; TR (Town)	36.9854	35.325	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
104	20110331	40631	YEM	TARDEF	05	Economic	003	Economic improvement	No event found	20110331  feeds_14454	In Yemen; Sit-In Against the Government Yields Business Opportunities.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
132	20110406	40637	CORP	TARDEF	05	Economic	003	Economic improvement	NOT HIT BY TURMOIL	20110406  business_13942	Total's Yemen LNG not hit by turmoil -CEO.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
135	20110406	40637	CORP	ECON	05	Economic	003	Economic improvement	YEMEN LNG SIGNS SETTLEMENT	20110406  www_1493	Yemen LNG signs land compensation settlement.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
182	20110416	40647	YEM	TARDEF	05	Economic	003	Economic improvement	ADMINISTRATIVE RESOURCES INCREASE	20110416  www_186	Yemen local administrative unit resources increase.	2343678	Town	Adana; Adana; TR (Town)	36.9854	35.325	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
183	20110416	40647	YEM	ECON	05	Economic	003	Economic improvement	APPROVED	20110416  www_185	Yemen crude oil sales for June 2011 approved.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
227	20110424	40655	YEM	TARDEF	05	Economic	003	Economic improvement	FOREIGN EXCHANGE RESERVES EXCEED	20110424  www_11377	Yemen's foreign exchange reserves exceed US$5-billion.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
445	20110623	40715	YEM	ECON	05	Economic	003	Economic improvement	ECONOMY TEETERS	20110623  www_2647	Yemen's economy teeters on collapse.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
638	20110901	40785	YEM	ECON	05	Economic	003	Economic improvement	ECONOMY LOOKING UP	20110901  www_137981	Yemen's economy looking up tentatively.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
656	20110906	40790	YEM	TARDEF	05	Economic	003	Economic improvement	YEMEN ACHIEVE GROWTH'	20110906  gulfnews_141468	Yemen 'can achieve 4.5% growth'.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
790	20110930	40814	YEM	POP	05	Economic	003	Economic improvement	No event found	20110930  www_117595	Yemen Government Reforms Enhance Economic Opportunities for Women.	24865670	Continent	Africa (Continent)	2.07079	15.8005	24865671	Continent	Asia (Continent)	34.9697	99.8191	99999999	NA	NA	-999	-999
905	20111028	40842	ECON	YEM	05	Economic	003	Economic improvement	RISING SUPPORTS BUDGET	20111028  www_135395	Rising global oil prices supports Yemen budget.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
922	20111103	40848	SRCDEF	YEMSANAACTY	05	Economic	003	Economic improvement	RESTAURANT OPENS BRANCH IN YEMEN CAPITAL	20111103  www_107622	Mysore Palace Restaurant now opens its second branch in Yemen capital.	55954196	Suburb	Nazarbad; Mysore; Karnataka; IN (Suburb)	12.3103	76.6646	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
923	20111103	40848	CORP	YEMBALHAFCTY	05	Economic	003	Economic improvement	YEMEN LNG COMPLETES TESTING AT BALHAF	20111103  www_107621	Yemen LNG successfully completes LNG performance reliability testing at Balhaf.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
958	20111119	40864	YEM	CAN	05	Economic	003	Economic improvement	COMPANY TO REPLACE CANADIAN	20111119  www_112625	Yemen government establishes local company to replace Canadian Nexen.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1059	20111218	40893	YEM	ECON	05	Economic	003	Economic improvement	APPROVED	20111218  www_51120	Yemeni crude oil sales for 2012 February approved.	2487384	Town	Salem; OR; US (Town)	44.9333	-123.044	2343678	Town	Adana; Adana; TR (Town)	36.9854	35.325	99999999	NA	NA	-999	-999
1217	20120117	40923	SRCDEF	CORP	05	Economic	003	Economic improvement	YEMEN LNG DELIVERS CARGOES	20120117  www_83696	Yemen LNG delivers 106 LNG cargoes in 2011.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1218	20120117	40923	SRCDEF	CORP	05	Economic	003	Economic improvement	YEMEN LNG DELIVERS CARGOES	20120117  www_83696	Yemen LNG delivers 106 LNG cargoes in 2011.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1219	20120117	40923	ECON	YEM	05	Economic	003	Economic improvement	YEMEN APPROVES SALES	20120117  www_83698	Yemen approves 2012 March crude oil sales.	2487384	Town	Salem; OR; US (Town)	44.9333	-123.044	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1269	20120130	40936	YEM	ECON	05	Economic	003	Economic improvement	ESTABLISHMENT OF STOCK MARKET	20120130  www_56520	Yemen government to complete establishment of stock market.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1310	20120211	40948	YEM	TARDEF	05	Economic	003	Economic improvement	YEMEN AWARDS PRIZE	20120211  www_63857	Yemen Commercial Bank awards grand prize: Dream House.	55959236	Suburb	Malviya Nagar; Jaipur; Rajasthan; IN (Suburb)	26.8518	75.8131	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
